age,income,credit_score,claim_history,vehicle_value,price
57,269393,632,0,422245,10033
34,526193,778,0,429796,14621
47,150000,727,1,200000,10339
26,535480,669,0,1251885,47491
50,1029846,621,4,810154,62890
69,643386,582,2,1201871,67640
42,346744,737,3,2156028,120331
31,767878,575,1,540459,26195
28,741368,817,3,1030789,57300
52,1286982,586,1,1477278,51286
58,937216,683,1,704403,32368
31,791679,620,0,764311,36503
47,971519,702,2,1112129,49521
58,659685,702,5,1917158,125554
21,677376,740,2,1154547,69251
21,1197682,562,3,562880,52909
45,209326,631,3,611248,34418
25,990383,787,0,704637,44947
19,666762,759,2,200000,18802
58,612553,475,3,836265,60788
63,534131,733,2,902986,43260
39,746102,607,1,918422,42476
58,686941,646,1,320049,19224
33,575589,679,2,1038121,45430
46,489202,840,0,506419,30626
66,150000,606,1,804425,35834
65,482858,573,0,602961,18144
47,546311,740,0,1361862,38713
29,745369,697,2,625920,38610
52,1288925,808,3,1438242,80958
28,515213,668,4,954523,58469
63,392880,808,3,1067942,62908
67,485651,701,0,933311,37111
38,746003,747,2,559093,27670
38,876590,846,2,1062407,54861
22,918503,684,3,728027,47338
65,948312,794,1,1027043,41233
37,990769,644,1,1141568,41433
54,616334,720,1,1662841,70626
20,1315942,569,1,1088350,32709
61,593569,654,2,1282650,75372
50,732802,604,2,1164211,68658
26,1088748,809,1,810005,26175
26,869927,850,2,1171642,45014
21,150000,668,1,850288,48099
52,701690,630,1,734833,31407
34,958589,581,1,464061,22439
51,296958,723,0,1161089,41784
41,925207,645,1,672736,19597
49,817046,650,1,1151379,55729
18,1055176,846,3,901874,57965
25,492420,673,1,786325,34647
62,998768,752,2,554570,12447
40,747882,704,1,1420315,63619
64,1229815,578,0,742943,30282
57,1535814,533,0,1534633,56159
29,1161499,743,2,572715,39174
29,844155,850,1,1503069,69859
63,1396301,728,1,933576,42610
64,881043,756,1,1244291,39846
32,427616,618,1,379781,10000
58,688218,791,0,377857,10000
36,928501,790,1,1003201,40105
43,947786,637,3,494451,41642
69,362420,749,1,1431595,62731
46,371940,541,3,1045601,62548
39,597607,765,1,642329,33148
57,860363,648,3,531983,30489
38,898768,589,0,784586,33718
68,742391,736,1,672868,31333
55,449671,540,1,1098116,52656
37,1221082,730,1,869303,44120
46,378382,598,2,1367350,68756
68,1090702,578,0,1152888,26360
21,921646,705,0,553208,15123
24,1084099,684,0,729777,33297
45,566670,831,1,554195,19761
45,657203,584,1,554553,20350
21,716512,823,2,200000,15782
39,557080,597,4,1276499,93334
29,767577,782,3,1416928,81955
62,1173726,799,1,504977,36456
20,310949,728,0,464700,20451
39,502836,628,1,1124371,51494
61,470276,562,4,572249,44732
19,671674,524,0,1409630,41884
41,659342,850,0,613302,22195
51,931694,673,1,200000,11227
44,710116,600,0,847895,36243
58,790864,597,2,663074,38931
18,819534,715,4,958914,69760
25,773621,664,4,760435,64997
40,910993,527,1,1130616,47878
55,663302,777,4,1069250,77731
23,1193910,730,0,1030294,48064
39,1462485,850,2,976308,43701
42,911869,802,2,899750,42019
35,768397,421,3,341074,22201
34,887374,827,1,1055711,32914
29,369690,808,2,1192782,73273
23,754031,633,4,1039594,98505
43,480602,661,1,819396,37611
44,852993,737,2,1136137,53676
25,482092,608,0,994649,50119
36,596566,678,3,1184043,73289
59,150000,790,2,864968,38297
18,348026,746,1,329056,10000
46,806462,639,2,828493,50175
62,439346,792,4,520533,45213
66,1019132,727,1,714548,40206
52,413833,724,0,934612,38695
57,835976,653,0,1296022,36902
31,471437,699,1,1166402,43314
52,815640,630,1,983526,35825
65,239563,525,1,1399249,63569
62,564045,674,1,918949,38836
37,446136,689,0,980953,31366
66,964969,712,1,748345,30193
30,838678,809,2,472225,32074
55,330227,641,1,1122769,47471
66,639045,666,2,272761,13074
63,468304,768,1,527498,13129
66,985077,632,3,971006,51314
25,1081457,713,1,560403,33720
60,267506,663,0,907115,27641
37,948010,678,2,958949,63618
50,453011,768,2,675886,40849
43,624124,666,1,922065,33492
56,709676,771,2,916716,41423
38,1244981,524,3,443766,16183
66,398845,571,2,1118624,54529
59,950424,491,2,200000,31344
60,348548,595,2,1651372,95277
58,327821,850,1,1113632,59168
26,708539,698,0,1308464,51466
41,706518,635,1,1164679,48736
54,150000,770,2,882878,46083
66,1047878,783,2,591222,36368
58,150000,590,0,890170,32827
34,656218,850,2,1234446,52936
41,1098284,724,2,570936,30918
38,1362755,736,3,962809,46174
68,591085,744,2,200000,19809
56,270115,744,2,576647,24666
58,1087164,644,0,556533,24644
56,959546,850,2,1572139,65098
30,553302,674,2,365023,21287
28,515278,786,0,1059421,39099
63,484782,657,2,1537789,73958
36,596624,641,2,1302165,70040
28,794820,850,0,1508580,55279
30,530195,690,2,1567980,72721
63,568125,696,0,922472,28140
62,892383,725,1,1090042,40884
18,255275,850,1,977970,35935
57,587219,850,2,1092307,69892
61,197217,815,3,1068718,56701
36,732523,850,2,1586957,83113
29,150000,614,3,1016712,62855
25,967003,759,0,518491,15340
25,305608,706,2,1138334,58892
62,168226,540,1,1192321,54979
29,590916,741,0,571218,10000
65,1213332,655,2,554857,30590
50,913357,838,2,1280337,61404
62,150000,664,3,686785,41966
43,297062,659,1,734567,15889
56,581319,837,1,715411,27830
45,1371505,694,1,998052,55727
22,418313,804,2,1341292,70786
25,420734,738,1,1167454,40689
42,1158228,739,1,715094,38309
44,758472,678,0,1435226,42509
63,1015900,745,1,1247770,54362
40,481870,688,2,1296985,66279
47,669509,627,1,1283971,52160
62,1094689,690,3,694164,52687
64,656547,815,1,532058,29531
40,1036915,748,3,764630,41081
66,816180,769,2,1296241,60628
64,388111,700,0,428050,10000
37,695104,525,2,373957,19095
35,994415,590,0,200000,12516
35,900824,673,2,397563,23964
19,687924,597,5,584364,64453
21,150000,652,1,949798,30430
47,161202,649,1,439410,23074
50,225008,652,1,1164779,57166
53,546867,829,0,918027,32437
35,586864,695,0,200000,10000
54,257376,784,3,892590,45191
36,1006753,714,1,956612,48235
64,320869,827,0,1666601,53906
45,288832,791,0,996812,28869
57,726470,646,3,200000,17604
37,992171,850,0,991837,31963
66,1316456,659,2,969763,59275
50,874763,718,4,1141965,61681
29,1173948,733,0,1954778,73595
68,336383,743,0,685371,36114
32,1347921,771,1,638950,35504
58,150000,631,4,1087630,93078
56,548848,764,2,1630225,73986
19,868195,752,1,1168418,57761
46,218434,700,5,762943,64209
58,421884,682,0,1293943,42102
27,374223,627,1,1617543,51661
19,606933,743,3,592484,36341
68,1126474,640,0,499725,26573
28,705047,721,1,922345,25815
30,561080,690,2,1020459,68498
27,150000,579,3,1453622,87289
31,840026,615,1,712491,23087
35,937004,736,3,1060751,63569
68,189994,652,0,1522759,61011
26,679908,649,1,989591,38996
56,757902,631,2,741912,34806
45,989380,634,0,1128078,56609
20,482569,847,2,767854,37660
37,437391,599,2,1035048,52215
23,563050,832,0,825436,40080
44,1085331,670,3,842264,51210
19,1013153,641,1,738860,40014
46,693596,734,2,670517,32049
55,1005932,704,2,1297593,58284
20,150000,682,1,975990,46945
33,937496,719,1,1409522,51108
47,364370,703,0,200000,10458
57,1230107,680,0,692077,17412
19,380726,784,2,603724,37038
34,444171,569,1,798421,45682
58,868727,617,1,487200,10000
29,897686,629,0,257091,10000
52,566100,604,0,1168901,26925
60,811421,707,2,662717,33326
18,848613,745,1,1122263,51503
62,817934,523,0,428676,13219
32,578633,657,3,245596,10000
43,851563,671,1,996490,50170
54,1121911,674,1,1153073,37572
38,332353,584,0,653778,30924
66,447981,671,2,493171,22381
48,708176,617,1,1399709,52972
42,383132,669,1,877108,38687
40,158978,545,1,500749,32441
41,1027936,670,2,301162,35424
55,150000,635,3,624632,38454
45,579285,676,1,742271,22286
38,927683,727,2,1205144,62252
60,780009,695,0,893322,21115
35,583825,771,2,845804,49170
53,370768,667,2,533855,34047
52,803160,755,0,1452314,61813
62,403481,801,2,1290594,70707
26,779779,724,0,1258679,45642
55,742275,698,1,875658,38130
47,745309,737,2,1060409,45883
61,507904,727,3,200000,12793
51,1310502,790,1,980978,40894
49,807461,771,0,1669152,49736
20,616387,772,1,667857,27903
20,779281,703,1,505758,20045
45,467661,730,2,843047,48204
61,584108,729,2,555424,30604
32,1417575,591,2,530347,38459
58,469785,796,2,1006003,47553
40,676668,549,3,1229799,63129
57,563168,764,2,1009622,54854
28,388109,724,1,441477,19620
65,826325,674,4,632315,46801
49,710941,735,2,1028431,48218
53,973308,737,1,1162961,48845
50,943173,582,2,816792,41442
41,970212,827,2,542674,33761
56,424538,706,2,1209768,65866
51,892288,850,2,1624988,73048
45,899581,771,3,1349522,91223
54,393681,704,1,1693766,66739
24,604415,637,3,651445,43963
21,263166,690,3,1312559,64328
54,900886,713,3,1415358,78445
18,899506,831,2,705150,36093
18,1129108,810,2,569746,31441
64,631360,740,1,515557,31063
37,835440,850,1,863597,49563
36,996320,518,3,297722,34551
46,473832,741,1,1575785,64428
27,428210,813,1,386490,19419
35,483134,749,0,1068729,49757
45,595211,580,3,200000,12524
52,438833,825,4,1718103,110410
60,496051,768,2,1399774,60384
64,964274,730,3,262481,32217
48,671096,707,0,1022018,35234
44,792009,850,2,803378,33660
28,534784,740,1,962008,35685
66,515090,678,2,1154126,53826
66,785666,626,2,579768,40139
55,737818,768,3,878554,63307
22,933396,788,0,200000,10000
25,1090477,705,1,933274,33144
51,492576,649,1,200000,27187
65,958355,819,1,1422317,64667
69,376058,620,3,314070,20094
29,1322133,850,1,1017727,44956
55,464108,633,0,1231451,41262
18,907189,584,4,1645660,97171
48,373827,596,3,1609338,89101
21,654372,600,1,1457561,53620
66,1163719,678,1,893584,34924
62,454688,657,1,1346261,54144
67,1361255,792,2,1010380,45881
22,698417,779,1,1044476,52574
47,992713,679,2,651913,38627
41,820883,850,1,1596598,59326
20,837112,678,1,578851,29557
28,272165,690,1,471838,32441
62,558144,585,6,1063058,87376
21,1058792,692,2,200000,10000
43,596703,726,0,947023,24806
44,741649,593,1,1553852,69600
63,235773,655,1,1066034,58367
60,538726,729,5,912647,79468
44,1036911,652,1,564003,35944
59,315211,633,1,299090,10000
68,915123,770,3,1245423,63559
67,753333,584,2,911196,38941
23,629213,602,5,1149811,94606
32,616022,715,1,200000,10000
47,552691,776,0,1192796,17654
59,579408,727,3,1694311,98687
54,978922,679,2,1436522,79742
54,570386,672,2,1018663,67909
59,1242277,790,1,482210,23002
54,789859,777,3,948718,60825
52,527121,704,1,961635,32132
40,992009,675,0,701755,12001
23,887168,703,1,732298,43118
21,203747,634,2,1739426,92427
35,389658,686,1,513710,33702
26,665373,655,0,728449,24169
66,224917,690,2,1124443,75864
46,1327158,659,2,1772363,88257
30,946669,747,3,779582,41987
64,696000,773,2,200000,12428
69,597188,665,0,200000,10000
34,520100,626,0,1908043,61623
62,150000,764,0,200000,10000
49,180137,716,1,930390,52744
65,1270336,666,2,294963,18988
39,1172079,823,2,584509,40132
21,527266,649,2,640697,35349
22,972399,520,0,200000,10000
54,851926,636,1,1387612,63561
58,887286,845,1,1072303,37474
66,272446,671,1,729181,29388
30,157546,653,2,670060,53006
51,1054778,702,1,1335397,61063
62,150000,790,1,935994,33333
39,655541,692,2,1734268,89314
40,589689,753,1,720950,23796
68,561954,682,0,1070231,24224
20,794335,753,2,407436,33597
59,496722,716,2,726700,40802
51,818720,664,4,1315003,84072
49,742346,723,4,1371527,74415
62,1329619,651,2,1636525,77276
68,284377,575,1,1078024,49312
66,708780,698,3,1394304,69163
38,829403,583,0,1149554,42451
63,623079,753,2,734789,50907
61,298877,696,0,294367,12429
38,1077130,828,2,807414,45731
61,801080,670,2,441883,22552
28,319930,698,3,1321837,67217
56,831600,567,2,1344540,63362
21,1210469,600,2,493789,38070
68,689105,548,1,1344858,57823
18,699336,796,0,427878,13806
45,1170401,658,0,1477851,49103
41,408884,819,1,835334,25110
52,1218265,458,4,1083506,86867
30,991873,839,0,1479743,49183
64,422734,693,0,1138757,36342
51,499519,730,0,846564,30540
28,542556,604,1,1249866,49755
53,150000,747,1,513015,25871
68,778141,666,1,200000,10000
34,436315,592,1,1358411,59575
52,788965,591,0,374940,13290
35,312717,589,1,1268740,70384
57,976903,734,2,956493,63717
39,921287,642,2,894201,52854
41,488236,552,0,521997,18565
36,807894,733,2,719885,44434
54,724876,504,1,905441,46969
56,1144689,819,1,979429,37124
38,390256,850,2,538780,16424
25,654310,581,0,1197448,28666
45,507794,794,1,1222869,49694
22,713445,731,1,1093554,43749
34,859982,654,2,724527,34474
54,504457,659,0,1243785,38287
53,590768,758,0,1148423,33491
36,989812,696,0,200000,12363
44,1107197,466,1,984526,20245
51,848054,850,3,1673262,94102
28,658611,738,2,1288770,60812
62,630070,695,2,1361381,78354
64,864437,635,1,619551,30150
29,768330,682,0,950256,20102
38,205307,814,0,826745,13980
28,871715,723,0,899105,22675
56,441829,733,2,694280,38993
45,274919,587,1,405884,10000
22,199496,668,3,925733,58808
34,635168,704,1,587744,31939
37,395042,762,1,1134409,43838
58,150000,662,1,887724,31992
63,592463,783,3,200000,10000
29,552828,597,2,1452731,84440
23,655029,706,4,1074128,88604
34,511330,691,1,716814,41331
68,1248798,563,2,765445,39208
36,855201,695,3,408751,29928
43,550116,647,3,875032,59116
65,680911,827,0,1172472,41586
61,1124392,663,2,1597966,52946
61,986986,731,1,864530,44499
69,281136,589,2,919589,58444
49,407712,721,2,1377007,75730
23,465445,662,0,436474,19879
53,568090,630,3,958246,65593
55,521373,850,6,597498,50790
28,710202,668,1,952464,40484
50,920716,680,2,1274698,57814
41,970798,781,0,239133,19950
40,601960,630,1,1344464,58987
32,209591,736,3,1043872,60204
44,387877,745,1,955963,32960
28,544067,722,3,1438399,71795
68,326489,850,2,583733,22544
67,1042257,627,2,364077,28740
34,346137,838,2,490229,32361
68,885118,742,1,1113082,48909
31,195435,781,1,702014,37021
44,897160,730,0,550585,13003
35,658219,850,1,509058,10000
45,1153759,671,0,969902,40238
68,360531,744,1,888984,37983
64,530765,817,1,332483,22388
64,588870,649,3,345832,30909
21,654249,790,2,689248,36740
24,596205,698,1,1267237,56967
62,601996,588,2,729642,50854
52,597081,569,1,309407,13323
65,150000,691,2,865352,51143
26,998000,789,3,915219,56612
25,1558340,512,0,305977,10000
69,789481,718,2,412883,14032
62,359274,780,1,1197575,50061
34,389638,584,1,407828,15866
34,883952,642,0,1214433,36245
66,815640,751,2,281307,27170
50,614712,776,1,296235,10000
49,926021,844,2,909258,43712
25,150000,647,3,598144,33333
36,926218,626,2,686085,49178
55,771328,848,1,960662,60028
20,401215,632,2,674342,35341
22,270002,745,1,520743,31256
30,736398,850,0,1096201,47723
64,1122171,767,1,972284,48283
63,631572,770,1,917302,45232
48,444194,815,0,892742,16684
33,757386,747,3,579226,47737
67,1246261,770,2,495830,30792
49,829389,669,2,762107,38564
39,861820,804,1,585857,25038
46,1066839,737,0,895009,33623
39,841767,566,2,743343,38350
60,465709,721,2,907203,43540
20,176630,504,2,862842,40401
27,423504,764,0,1606107,60333
59,368582,678,0,345521,11223
38,897792,850,1,825061,28295
33,939504,744,1,456917,21690
29,752671,783,2,706771,37393
19,319392,605,2,573197,37673
58,1235979,761,2,1155589,56646
41,575136,642,1,310435,20378
52,881044,798,0,1212323,39912
47,714797,599,0,1111875,38969
47,762599,709,4,1722166,108805
64,870455,595,0,1621204,62316
52,491193,711,2,580831,41711
36,1091620,850,0,1394743,56178
67,226148,764,1,770255,33179
25,388433,697,0,1021782,25566
43,1087728,478,1,1588036,75235
66,877001,651,4,596713,51457
57,1462117,742,0,922376,34217
24,720505,654,1,200000,17484
47,1210128,828,2,1255173,57442
24,150000,706,1,1741059,62816
20,275945,797,2,1129302,50551
18,968657,718,3,1447246,59774
53,177889,675,1,1356780,61619
42,640789,657,1,617359,27264
54,1050162,608,1,1029680,51826
18,850351,798,0,1097561,45576
32,703328,661,3,433435,27837
54,565267,747,1,1477864,54698
30,760667,652,3,698122,38554
57,873174,602,1,813270,51470
25,501731,749,1,794542,33021
22,811520,632,0,914993,32148
26,1023529,663,1,2071871,88763
18,633256,587,4,657385,39607
53,720436,655,2,281656,15782
52,845133,702,3,965442,50642
19,865400,674,1,554797,17472
57,963536,773,0,736552,23638
40,395687,713,2,1147933,58072
26,541323,850,1,464979,10691
51,552436,738,2,754358,36565
63,428826,543,1,1017189,45719
31,160475,680,2,588661,36499
21,150000,688,2,884172,45301
47,1058635,644,0,1016967,39340
48,233832,706,0,853472,27887
55,1169952,642,2,962770,59897
28,921822,729,2,1042733,56635
52,578293,528,2,630704,30136
25,884926,802,3,312727,21233
20,827539,557,2,485774,32635
31,369467,676,1,420732,15785
30,695506,634,2,1392981,53671
62,406048,727,2,205594,17712
49,896238,683,1,1151239,46007
51,485433,722,3,626175,46220
62,671011,800,0,1314151,45938
36,658060,769,3,731173,50654
55,736473,703,1,912390,59458
33,1198766,741,1,1106950,56934
19,627711,850,1,1401702,56032
57,1065378,772,1,671958,32621
34,843999,673,0,653422,24352
51,1125520,815,1,1104547,47949
59,598469,735,1,265198,10000
33,908840,613,4,212984,35196
55,682219,683,0,1046787,18969
19,150000,567,2,1167686,61971
19,373046,494,0,1033528,26505
43,874713,614,3,860931,47635
30,854879,711,1,684620,31825
64,311506,711,3,1535023,92864
48,766110,572,0,1587075,66475
51,850978,485,2,943045,48786
56,689600,832,2,626507,41138
20,918645,708,2,496356,28634
25,877766,840,4,1072474,64703
40,689456,834,2,408605,26787
31,546752,766,0,417865,10000
44,1012762,705,2,706299,36558
46,838948,664,1,1102874,43508
56,285570,764,1,1487492,49709
56,766269,685,3,1000320,62021
18,354692,646,3,1098649,68151
34,410629,511,1,1293060,66136
58,504426,692,2,1255765,47220
47,713461,798,1,679223,23640
30,812345,813,3,1248472,78810
38,577317,704,1,1312718,59526
36,590445,620,1,1024288,50403
36,549026,781,2,954590,59494
42,1014254,698,2,1139777,50820
39,150000,667,1,1098002,40713
48,607396,568,2,200000,22387
34,1163495,850,0,1071537,41790
40,855169,766,1,1371641,55835
49,1080054,776,3,1295469,71323
27,150000,622,3,1050859,55401
27,327325,707,1,959220,54223
53,854214,692,1,741249,48753
25,1165189,770,1,854196,45358
69,357629,822,2,1190940,63497
37,583671,570,2,1053824,59250
49,820439,603,3,1261496,75975
67,264250,758,1,692281,16367
31,856507,654,1,1333441,52959
67,150000,773,2,652621,41665
45,847671,666,0,981112,28440
63,401474,587,1,675240,31846
69,565720,541,5,860622,81103
41,895565,743,1,1713520,80059
32,834175,745,4,1103742,80747
39,697605,787,1,990075,43877
47,990712,729,2,1464784,77297
21,189947,361,2,200000,14803
30,761324,745,2,836476,56668
40,462948,568,3,700117,32928
25,975409,531,1,556982,26606
35,906120,521,2,288540,15991
29,917004,512,3,812365,57277
48,1193614,725,0,1177402,38929
31,1037904,634,0,841248,49783
51,652773,563,0,1219563,52231
35,699619,702,3,928598,47709
51,880281,600,1,1366468,37483
28,740852,788,2,698881,27564
58,911551,830,1,200000,15031
29,150000,680,4,267859,27569
66,1264241,823,2,700897,31898
32,718308,823,0,547940,13116
48,213260,707,1,663799,36302
66,425861,850,0,1355477,43802
46,150000,644,0,299561,10000
43,372929,524,0,1503254,64516
35,657325,560,0,577688,33784
49,1154414,639,0,402395,10000
39,823202,748,1,844651,45654
55,769858,596,0,1499607,53890
34,359468,639,1,615082,35464
40,452654,587,0,659611,29387
41,475921,641,1,686339,30851
67,488161,820,1,1360012,56175
25,594538,732,3,721530,50681
58,617196,648,1,1078489,37751
23,598276,809,1,948235,31956
22,498602,702,1,856001,54933
61,740515,712,3,700534,53825
46,605675,802,1,1687592,76642
45,221329,669,2,2016823,96210
28,710314,782,3,546615,23402
18,664970,776,3,471433,29602
60,226111,686,3,916311,59035
36,522609,574,1,200000,20328
26,879121,701,2,919319,50542
44,359065,802,3,1702874,96150
51,327346,773,0,660439,21993
61,602534,850,2,1332186,68624
21,886879,655,1,1487737,57780
53,1243098,770,2,555365,31521
35,897680,609,2,971314,48530
32,1025448,718,3,1041630,72590
68,804009,799,0,1191553,18516
30,494465,781,0,1220713,41353
36,895513,709,1,1348999,58676
66,674317,675,1,587150,11636
23,813110,610,3,969609,66208
65,416191,679,3,1492965,82556
29,839933,582,2,1536198,68755
68,663847,669,1,990036,50886
54,769377,537,1,687351,25495
34,674478,581,1,1314093,63380
40,616839,776,0,1114487,40403
43,845407,766,1,1105854,43084
46,578172,674,1,1210308,43482
50,223393,705,1,519714,18147
44,150000,717,1,1238852,59797
42,755324,741,0,961810,43105
27,565834,731,1,1356599,62252
64,181270,579,6,908187,84630
40,731960,480,1,1133366,56151
38,671837,608,2,1082937,57963
38,550115,686,1,681621,25380
60,774042,786,1,539305,16614
30,1094528,721,1,1222668,48991
54,1085377,748,1,557253,19781
50,743129,619,1,765572,35109
41,674586,693,1,753479,45874
61,747320,705,1,1046846,46893
28,792702,631,0,1170299,54121
34,619510,603,0,277361,10115
21,752362,679,1,609942,26919
64,227911,759,3,591116,27046
42,724404,618,2,808787,48042
47,843044,681,3,200000,14953
26,553047,821,0,1353519,39832
38,671358,653,1,924158,32122
37,366548,700,1,846283,39920
36,324905,690,3,1201989,65198
36,763244,683,1,1107013,60475
29,481131,850,2,1102695,62514
54,166952,727,2,893746,41913
59,366466,558,1,941883,23277
34,410086,837,2,1237723,60470
54,932374,724,0,1112819,36884
65,753734,666,3,1591310,95780
56,438519,821,2,956055,47650
45,523670,629,0,1160278,51233
58,1093625,850,2,850804,46681
52,980830,708,3,1029484,50335
64,364581,790,1,1050321,38452
65,1049057,850,1,722440,27039
35,675811,716,0,641426,21390
31,939883,691,2,1156464,55608
52,651007,603,2,1081763,61178
61,1055748,689,2,1487030,76531
58,352113,606,1,901816,36798
24,623364,683,0,502223,23919
58,1064937,850,0,904610,21631
30,150000,710,2,1207802,65994
35,686181,650,1,200000,17899
54,581936,681,1,897530,41109
30,905398,662,1,1166553,54126
53,1020974,794,1,993907,46947
48,919085,691,5,756664,72508
19,772300,844,3,418924,36810
33,712169,671,3,895232,64042
26,597186,677,1,410279,10000
26,762991,619,1,1169237,51583
55,1137896,665,1,924500,39762
28,450846,543,1,1497991,66233
39,579375,508,1,200000,18481
50,677347,756,1,764012,34009
53,1000279,542,0,1193350,44869
62,766990,736,3,1357064,79836
40,995044,654,1,1209549,39696
62,1010232,784,1,518768,35595
62,877611,544,1,707519,31392
51,380801,753,0,200000,18927
26,1198328,729,1,918170,32462
41,1123714,732,0,1365312,40902
25,719062,801,0,902810,29505
24,285468,706,0,1130675,42462
53,231850,479,2,1120018,55139
35,776294,740,1,773257,27026
20,489474,728,2,200000,18511
45,184843,677,2,1436359,82713
23,226190,624,0,1072800,54091
61,559005,667,1,399707,16611
61,758478,831,0,1048351,27463
38,1121713,617,2,980024,48576
45,845266,543,2,1424435,85558
57,585578,567,3,1088831,73392
18,813984,696,3,1090264,68463
53,787170,850,0,979731,29838
38,921863,850,1,592111,32937
60,688017,758,1,1169098,67048
52,1010859,611,2,889832,45511
30,947335,621,3,518885,20461
66,724810,778,3,636384,32641
27,664232,819,2,445537,25969
61,975924,642,0,1323872,46560
64,485957,828,1,1691514,79337
27,248016,679,2,1362064,63014
63,246310,764,0,1050492,35857
30,461087,803,4,873818,55324
54,897895,566,1,783625,41448
55,573160,740,2,505481,21629
41,761354,828,2,1678715,76802
19,551411,649,3,486390,23176
39,553792,604,1,560211,21553
34,392360,744,2,821799,56131
53,672431,712,3,854832,66206
31,647450,670,2,1140815,62706
27,823799,699,1,630628,31593
52,786309,549,0,200000,10000
42,640855,736,2,807430,43435
20,248173,843,0,834377,31422
64,1021173,635,3,801890,50271
55,674486,625,0,796569,35337
34,723892,715,3,759750,39789
29,1180148,850,0,370248,33184
69,972466,798,1,1484880,73838
41,833934,691,1,1462242,54955
46,699308,703,0,1458170,52716
60,696506,807,1,425777,14607
42,772034,618,1,1061523,51234
53,822072,755,2,730861,37608
43,1213420,599,1,709117,16856
55,1441979,783,2,528542,21909
18,787078,673,2,1926224,105722
37,150000,718,2,800504,40359
45,414476,667,2,531202,28256
33,1243449,762,3,955270,61696
64,915595,684,1,1205254,58753
34,827813,850,0,843466,28192
57,649948,827,1,997703,24192
45,343293,582,0,1300750,41823
29,1203336,717,2,518161,12055
44,453036,766,3,971116,45874
59,918793,658,2,644391,35823
64,309789,809,2,590265,32491
47,635395,798,1,1600789,75581
58,997887,692,3,864244,52390
51,625091,788,6,475230,48159
54,589465,483,5,855386,81832
23,703190,822,1,416206,33612
24,299199,779,2,813024,50722
49,242755,602,2,628606,34696
49,914270,722,5,1104377,81310
42,573337,517,0,1674830,52830
50,911945,631,3,830029,45245
24,1035454,798,1,643634,25307
69,1059592,698,0,936401,22745
29,213697,693,1,1496519,60804
33,490651,704,3,1106532,62105
33,861275,693,3,843580,61826
60,865900,788,0,200000,10000
53,1374831,644,2,879069,47239
30,427715,737,3,1210619,58098
24,1050450,596,2,1283008,50903
53,811682,766,1,1424336,54955
64,207929,671,3,630202,41891
68,535655,696,2,738780,49314
26,778758,667,0,851916,28417
49,188689,678,4,1183850,74753
28,150000,609,0,794746,23669
25,171627,729,3,1109932,60650
50,777740,749,1,746252,10000
40,554599,580,1,617663,21730
42,514013,646,3,1343891,83204
25,524313,702,2,1024944,32161
62,272763,646,2,1198657,57478
39,563079,679,0,817482,26934
21,153880,845,2,1221650,66842
57,1056292,608,0,474931,18227
20,1207698,491,2,538627,35771
46,150000,646,2,1276842,58380
58,559261,670,2,871903,31228
46,578796,655,0,801380,24599
51,647654,724,2,532186,28645
51,1000459,607,2,1221788,71000
45,560136,594,2,1646159,69770
30,673524,639,2,1143048,74498
32,1593716,641,0,720346,27399
40,666612,850,0,1454717,43762
61,1229871,839,1,1043757,36684
43,850596,549,2,726804,38486
21,533887,526,1,1410272,63067
43,483779,692,0,827836,29628
57,697818,850,1,322926,20344
26,362058,759,2,772953,35241
22,440840,697,1,1112832,49803
49,573081,658,1,612936,24926
37,788003,796,1,200000,23788
67,1247799,716,2,1487930,57677
28,554513,850,2,2097562,113484
32,838455,548,1,709811,25234
49,211630,738,1,648069,20147
45,1018086,649,1,361163,15104
39,183495,737,0,571523,22133
58,939515,722,1,288866,11413
34,675722,745,1,378010,22556
43,663804,787,2,900898,41877
61,609920,825,0,268387,10000
24,309624,850,2,312629,13002
59,325518,701,0,982808,45487
43,950956,651,0,653012,26603
42,703581,589,2,1042669,44559
27,607732,739,1,763197,29454
62,833019,775,1,825776,24674
36,730393,578,1,1212042,74554
28,462120,803,3,680523,44242
30,1438298,690,0,1183880,26317
25,922226,586,1,732060,22061
57,738120,623,2,571703,22169
21,545916,615,4,470392,44031
64,985827,616,4,237330,14482
48,463729,751,0,403830,10000
45,438467,777,6,200000,36411
28,1207997,850,3,502196,33297
60,709202,637,0,1228402,39980
18,470995,730,0,896674,29532
66,701705,641,0,744849,15419
64,955055,701,0,623484,25751
69,886376,566,2,867499,30047
55,992278,598,2,912083,46468
41,325133,772,2,453977,40586
64,984744,566,1,1085423,44739
48,646282,755,1,769746,22018
58,726730,639,1,1018725,43258
63,1062848,526,3,887194,53005
67,910817,471,0,332638,14001
43,805315,831,1,1420339,59223
66,150000,528,2,895417,55865
67,686349,694,0,752921,22822
22,464597,731,3,1133022,60391
37,913313,581,1,437068,14366
69,997287,650,1,270285,10000
58,609390,743,1,1122635,49572
28,499887,726,2,1358626,55200
50,1166890,658,2,1014566,44237
67,519055,721,0,1222313,43677
55,341638,690,2,393532,33689
44,450198,612,0,756290,20435
51,533500,808,0,636782,24850
32,441591,718,4,1311038,82935
49,953617,534,1,1097626,52547
38,150000,746,1,1312462,55834
63,435231,644,1,652850,29527
22,685750,673,0,447408,37043
23,763073,700,0,1431631,76281
55,1207550,628,2,910444,45318
39,1163571,850,3,1325952,65615
35,219778,565,1,874022,41312
